f0	f1	f2	f3	f6	f7	f8	f9	f10	f11	f12	label	index	raw	global	local	R	G	L	date	local_A	FAC1_1	FAC2_1	FAC3_1	FAC4_1
2.00	-6.00	-2.86	18	1	50	-16.0000	-21.10	-18.20	.0	.0	269.0	495	269.00000	269.00000	269.00000	1	1	1	08-Jan-2018	269.00000	-1.43985	-.87730	-.35551	.27730
1.00	-8.00	-3.27	18	1	34	-15.0000	-23.70	-20.93	.0	.0	266.2	496	266.20000	266.20000	266.20000	1	1	1	09-Jan-2018	266.20000	-1.51070	-1.04164	-.39013	.24316
-2.00	-10.00	-6.05	18	1	26	-21.0000	-26.70	-24.52	.0	.0	.0	497		282.40000	261.56449	1	1	1	10-Jan-2018	261.56449	-1.75651	-1.16166	-.55818	.28514
-1.00	-10.00	-8.28	18	1	24	-20.0000	-28.20	-23.34	.0	.0	.0	498		282.30000	261.11494	1	1	1	11-Jan-2018	261.11494	-1.74831	-1.17334	-.55980	.29060
2.00	-8.00	-4.58	18	2	75	-14.4000	-21.00	-17.64	.0	.0	.0	499		282.50000	260.80894	1	1	1	12-Jan-2018	260.80894	-1.48601	-.13168	-.49015	.28206
3.00	-7.00	-3.29	16	3	126	-9.0000	-16.00	-12.32	.0	.0	.0	500		282.20341	260.34022	1	1	1	13-Jan-2018	260.34022	-1.27224	.90557	-.64095	.30762
6.00	-5.00	-.08	16	4	187	-8.0000	-15.00	-11.71	.0	.0	271.7	501	271.70000	271.70000	271.70000	1	1	1	14-Jan-2018	271.70000	-1.14871	2.00905	-.65063	.18328
2.00	-5.00	-.89	17	1	47	-5.7000	-14.70	-10.73	.0	.0	270.3	502	270.30000	270.30000	270.30000	1	1	1	15-Jan-2018	270.30000	-1.13514	-.83892	-.26640	.36548
4.00	-5.00	-.18	16	3	112	-10.0000	-16.00	-13.24	.0	.0	.0	503		282.00000	259.04000	1	1	1	16-Jan-2018	259.04000	-1.19846	.76743	-.54547	.23872
6.00	-7.00	-1.46	16	2	82	-9.0000	-21.20	-16.51	.0	.0	.0	504		281.90000	258.68000	1	1	1	17-Jan-2018	258.68000	-1.23247	-.02836	-.46051	.16735
5.00	-6.00	-2.12	18	2	80	-10.8000	-17.00	-13.16	.0	.0	.0	505		281.87992	258.16600	1	1	1	18-Jan-2018	258.16600	-1.26580	-.04688	-.33455	.28451
7.00	-4.00	.42	18	3	115	-11.0000	-18.00	-14.05	.0	.0	266.6	506	266.60000	266.60000	266.60000	1	1	1	19-Jan-2018	266.60000	-1.19714	.79243	-.35448	.15133
3.00	-6.00	-1.12	16	2	64	-6.9000	-15.00	-10.88	.0	.0	.0	507		281.73000	257.26300	1	1	1	20-Jan-2018	257.26300	-1.15066	-.17938	-.42772	.33835
.01	-5.00	-4.13	10	2	63	-8.0000	-17.80	-12.62	.0	2.0	.0	508		281.80000	256.70360	1	1	1	21-Jan-2018	256.70360	-1.12372	-.20074	-.96202	.35412
-3.00	-10.00	-6.78	10	1	47	-11.2000	-32.80	-24.59	.0	3.0	.0	509		281.60000	256.32205	1	1	1	22-Jan-2018	256.32205	-1.47100	-.91977	-1.13162	.16795
-4.00	-12.00	-8.65	18	1	31	-21.8000	-32.10	-27.29	.0	.0	265.5	510	265.50000	265.50000	265.50000	1	1	1	23-Jan-2018	265.50000	-1.90825	-1.13205	-.68414	.25753
-4.00	-11.00	-7.21	18	1	34	-21.0000	-28.60	-24.78	.0	1.0	.0	511		281.55000	255.23729	1	1	1	24-Jan-2018	255.23729	-1.82250	-1.09211	-.65169	.30122
-3.00	-11.00	-9.26	16	1	27	-22.0000	-27.50	-24.94	.0	.0	.0	512		281.50000	254.72861	1	1	1	25-Jan-2018	254.72861	-1.81301	-1.15809	-.77992	.33719
-3.00	-10.00	-8.63	16	1	39	-16.8000	-23.00	-19.34	.0	.0	.0	513		281.45000	254.10227	1	1	1	26-Jan-2018	254.10227	-1.64811	-1.00179	-.70892	.41660
-1.00	-9.00	-7.05	16	3	105	-15.0000	-27.00	-18.31	.0	.0	.0	514		218.40000	253.67566	1	1	1	27-Jan-2018	253.67566	-1.57946	.64790	-.83899	.24628
-1.00	-9.00	-5.29	18	2	55	-20.0000	-29.30	-23.64	.0	.0	.0	515		281.28580	253.02184	1	1	1	28-Jan-2018	253.02184	-1.70820	-.37384	-.61015	.19396
1.00	-8.00	-2.12	18	2	57	-18.0000	-22.20	-19.75	.0	.0	.0	516		281.20000	252.57651	1	1	1	29-Jan-2018	252.57651	-1.53448	-.32747	-.48216	.25126
4.00	-7.00	.42	18	1	36	-18.0000	-22.60	-20.55	.0	.0	.0	517		281.15000	251.89402	1	1	1	30-Jan-2018	251.89402	-1.42900	-1.02489	-.29023	.19126
3.00	-8.00	-1.88	18	2	60	-16.0000	-23.00	-19.64	.0	.0	.0	518		281.00000	251.19376	1	1	1	31-Jan-2018	251.19376	-1.47330	-.28745	-.43360	.20187
4.00	-7.00	-.64	16	2	68	-16.0000	-23.00	-18.87	.0	.0	.0	519		281.00000	250.71683	1	1	1	01-Feb-2018	250.71683	-1.37214	-.20133	-.52470	.17678
-1.00	-9.00	-5.90	18	1	32	-21.0000	-25.80	-23.07	.0	1.0	.0	520		281.01673	249.98596	1	1	1	02-Feb-2018	249.98596	-1.70184	-1.09864	-.54342	.28850
.01	-9.00	-5.40	16	1	24	-19.0000	-24.30	-22.32	.0	.0	.0	521		281.00000	249.40000	1	1	1	03-Feb-2018	249.40000	-1.60044	-1.15877	-.60616	.29442
1.00	-8.00	-3.49	18	1	36	-18.0000	-22.70	-20.47	.0	.0	.0	522		280.88951	248.72547	1	1	1	04-Feb-2018	248.72547	-1.54941	-1.03190	-.41381	.28250
.01	-10.00	-6.74	18	1	24	-21.0000	-26.30	-23.29	.0	.0	.0	523		280.80000	248.00000	1	1	1	05-Feb-2018	248.00000	-1.72126	-1.17427	-.52466	.29081
3.00	-7.00	-4.43	16	2	56	-12.3000	-20.90	-17.06	.0	.0	261.5	524	261.50000	261.50000	261.50000	1	1	1	06-Feb-2018	261.50000	-1.36840	-.30104	-.54953	.26405
2.00	-10.00	-4.75	16	2	63	-15.0000	-23.30	-20.62	.0	.0	260.1	525	260.10000	260.10000	260.10000	1	1	1	07-Feb-2018	260.10000	-1.52028	-.25929	-.65382	.24481
3.00	-7.00	-4.49	16	2	67	-11.0000	-22.30	-16.90	.0	.0	257.6	526	257.60000	257.60000	257.60000	1	1	1	08-Feb-2018	257.60000	-1.35326	-.18909	-.55549	.23785
4.00	-9.00	-2.76	16	2	93	-13.1000	-31.00	-24.04	.0	1.0	255.8	527	255.80000	255.80000	255.80000	1	1	1	09-Feb-2018	255.80000	-1.46699	.02885	-.63903	.02145
1.00	-9.00	-3.84	18	1	39	-21.0000	-28.40	-23.96	.0	.0	255.1	528	255.10000	255.10000	255.10000	1	1	1	10-Feb-2018	255.10000	-1.65891	-1.02747	-.47468	.19563
.01	-9.00	-3.30	18	2	62	-20.0000	-27.50	-23.43	.0	.0	249.0	529	249.00000	249.00000	249.00000	1	1	1	11-Feb-2018	249.00000	-1.66041	-.30231	-.56966	.18135
5.00	-7.00	-1.54	18	2	53	-17.0000	-22.20	-19.76	.0	.0	244.5	530	244.50000	244.50000	244.50000	1	1	1	12-Feb-2018	244.50000	-1.43470	-.35544	-.37967	.18032
8.00	-4.00	1.22	16	2	78	-15.0000	-20.60	-17.52	.0	.0	240.0	531	240.00000	240.00000	240.00000	1	1	1	13-Feb-2018	240.00000	-1.20569	-.08623	-.38942	.11532
6.00	-6.00	-.65	16	1	42	-16.0000	-21.70	-19.04	.0	.0	235.0	532	235.00000	235.00000	235.00000	1	1	1	14-Feb-2018	235.00000	-1.31083	-.94769	-.37896	.18947
5.00	-5.00	-1.60	16	1	48	-13.0000	-22.00	-16.79	.0	1.0	218.0	533	218.00000	218.00000	218.00000	1	1	1	15-Feb-2018	218.00000	-1.25318	-.87461	-.39182	.20772
8.00	-5.00	.36	16	3	118	-6.0000	-24.50	-16.30	.0	.0	190.9	534	190.90000	190.90000	190.90000	1	1	1	16-Feb-2018	190.90000	-1.11957	.83547	-.46607	.00909
5.00	-4.00	-2.29	16	3	103	-6.0000	-10.00	-8.14	.0	.0	192.2	535	192.20000	192.20000	192.20000	1	1	1	17-Feb-2018	192.20000	-1.07686	.71411	-.48184	.36307
8.00	-3.00	1.19	16	3	148	-4.0000	-10.00	-7.66	.0	.0	195.6	536	195.60000	195.60000	195.60000	1	1	1	18-Feb-2018	195.60000	-.94003	1.16732	-.40689	.25515
6.00	-3.00	1.38	16	4	183	-3.0000	-12.00	-6.22	.0	.0	202.2	537	202.20000	202.20000	202.20000	1	1	1	19-Feb-2018	202.20000	-.95605	2.00972	-.53660	.23044
5.00	-5.00	1.14	18	2	76	-8.9000	-22.10	-17.46	.0	.0	210.0	538	210.00000	210.00000	210.00000	1	1	1	20-Feb-2018	210.00000	-1.22803	-.09122	-.27813	.10478
8.00	-4.00	2.18	18	2	53	-7.0000	-24.20	-18.11	.0	.0	226.4	539	226.40000	226.40000	226.40000	1	1	1	21-Feb-2018	226.40000	-1.12841	-.30415	-.15913	.00729
9.00	-4.00	1.23	16	1	42	-14.0000	-22.50	-17.68	.0	.0	238.4	540	238.40000	238.40000	238.40000	1	1	1	22-Feb-2018	238.40000	-1.16123	-.92885	-.25381	.10807
10.00	-4.00	3.99	16	1	45	-10.0000	-22.00	-14.21	.0	.0	240.2	541	240.20000	240.20000	240.20000	1	1	1	23-Feb-2018	240.20000	-1.00751	-.87042	-.15318	.09262
3.00	-6.00	-2.06	16	2	66	-11.9000	-19.40	-15.15	.0	.0	243.0	542	243.00000	243.00000	243.00000	1	1	1	24-Feb-2018	243.00000	-1.28870	-.19396	-.50155	.26641
6.00	-4.00	.34	16	2	73	-7.0000	-12.00	-10.09	.0	.0	251.0	543	251.00000	251.00000	251.00000	1	1	1	25-Feb-2018	251.00000	-1.04274	-.08233	-.33675	.31035
12.00	-1.00	2.90	16	4	157	-1.3000	-8.00	-6.13	.0	.0	256.1	544	256.10000	256.10000	256.10000	1	1	1	26-Feb-2018	256.10000	-.77662	1.77610	-.33799	.16782
7.00	.01	2.53	17	5	220	-1.0000	-8.70	-5.46	.0	.0	253.3	545	253.30000	253.30000	253.30000	1	1	1	27-Feb-2018	253.30000	-.87664	2.88004	-.49477	.17513
9.00	-2.00	3.30	16	3	139	-7.0000	-22.00	-13.77	.0	.0	256.6	546	256.60000	256.60000	256.60000	1	1	1	28-Feb-2018	256.60000	-.99741	1.04972	-.38846	-.00099
8.00	-3.00	3.10	16	1	46	-10.0000	-22.00	-16.81	.0	.0	260.6	547	260.60000	260.60000	260.60000	1	1	1	01-Mar-2018	260.60000	-1.06670	-.87187	-.20430	.08117
9.00	-1.00	3.39	16	2	95	-4.1000	-13.00	-8.95	.0	.0	259.2	548	259.20000	259.20000	259.20000	1	1	1	02-Mar-2018	259.20000	-.85487	.15418	-.20547	.18713
13.00	3.00	7.38	16	5	214	2.7000	-999.90	-125.38	.0	1.0	256.9	549	256.90000	256.90000	256.90000	1	1	1	03-Mar-2018	256.90000	-2.72018	2.26405	-1.21907	-13.80307
7.00	-2.00	1.65	16	3	144	-3.0000	-10.50	-8.50	.0	.0	264.2	550	264.20000	264.20000	264.20000	1	1	1	04-Mar-2018	264.20000	-.92762	1.12888	-.39785	.22984
8.00	-3.00	1.15	18	2	94	-8.0000	-14.00	-10.04	.0	.0	269.5	551	269.50000	269.50000	269.50000	1	1	1	05-Mar-2018	269.50000	-1.04727	.11888	-.17899	.23874
6.00	-3.00	.11	16	2	67	-7.0000	-14.00	-11.01	.0	.0	267.6	552	267.60000	267.60000	267.60000	1	1	1	06-Mar-2018	267.60000	-1.04110	-.14332	-.32580	.26801
6.00	-2.00	-.84	16	2	65	-7.0000	-14.00	-9.63	.0	.0	266.0	553	266.00000	266.00000	266.00000	1	1	1	07-Mar-2018	266.00000	-1.02234	-.15793	-.31876	.28903
8.00	-4.00	1.60	18	2	62	-8.0000	-16.00	-11.39	.0	.0	269.9	554	269.90000	269.90000	269.90000	1	1	1	08-Mar-2018	269.90000	-1.06637	-.19729	-.14992	.21113
10.00	-2.00	2.85	16	3	132	-5.5000	-10.10	-7.39	.0	.0	271.9	555	271.90000	271.90000	271.90000	1	1	1	09-Mar-2018	271.90000	-.88172	1.01177	-.32277	.21929
14.00	-2.00	4.57	18	4	171	-3.7000	-9.50	-6.15	.0	.0	273.6	556	273.60000	273.60000	273.60000	1	1	1	10-Mar-2018	273.60000	-.81827	1.90277	-.19155	.12227
11.00	.01	4.20	16	2	81	-1.0000	-10.10	-6.22	.0	.0	278.2	557	278.20000	278.20000	278.20000	1	1	1	11-Mar-2018	278.20000	-.71513	.04353	-.09225	.20221
15.00	3.00	6.02	16	4	174	.0001	-6.00	-1.93	.0	.0	284.1	558	284.10000	284.10000	284.10000	1	1	1	12-Mar-2018	284.10000	-.55312	1.96939	-.18165	.12527
17.00	5.00	11.19	16	5	287	5.0000	-1.00	.64	.0	.0	287.8	559	287.80000	287.80000	287.80000	1	1	1	13-Mar-2018	287.80000	-.34609	3.59958	-.20817	.02416
15.00	6.00	12.34	16	5	293	6.8000	-8.00	2.47	.0	.0	289.1	560	289.10000	289.10000	289.10000	1	1	1	14-Mar-2018	289.10000	-.30187	3.66750	-.20182	-.04735
12.00	-1.00	5.71	16	2	70	-5.0000	-22.00	-12.40	.0	.0	283.4	561	283.40000	283.40000	283.40000	1	1	1	15-Mar-2018	283.40000	-.82825	-.09933	-.11143	-.02033
10.00	-1.00	5.01	16	2	58	-6.0000	-10.40	-8.17	.0	2.0	282.7	562	282.70000	282.70000	282.70000	1	1	1	16-Mar-2018	282.70000	-.81170	-.21207	-.15691	.21981
4.00	.01	.93	6	2	81	1.0000	-5.80	-.56	3.0	5.0	260.2	563	260.20000	260.20000	260.20000	1	1	1	17-Mar-2018	260.20000	-.48578	.02580	-1.20187	.43349
13.00	1.00	5.88	16	3	134	2.0000	-1.00	.28	.0	4.0	281.4	564	281.40000	281.40000	281.40000	1	1	1	18-Mar-2018	281.40000	-.52240	1.08437	-.16552	.28100
13.00	2.00	9.08	16	3	107	2.5000	-19.00	-7.00	.0	.0	285.2	565	285.20000	285.20000	285.20000	1	1	1	19-Mar-2018	285.20000	-.56195	.80927	-.04145	-.07274
10.00	-2.00	5.76	16	1	41	-7.0000	-20.00	-13.72	.0	.0	283.1	566	283.10000	283.10000	283.10000	1	1	1	20-Mar-2018	283.10000	-.89858	-.89358	-.07374	.06685
11.00	1.00	5.65	16	2	76	-5.0000	-12.00	-8.50	.0	.0	279.6	567	279.60000	279.60000	279.60000	1	1	1	21-Mar-2018	279.60000	-.75926	-.02638	-.09109	.14795
17.00	4.00	11.37	16	3	112	-.8000	-8.00	-4.15	.0	.0	281.9	568	281.90000	281.90000	281.90000	1	1	1	22-Mar-2018	281.90000	-.43868	.86564	.07588	.02556
18.00	5.00	11.85	16	3	146	2.0000	-4.00	-.84	.0	.0	279.8	569	279.80000	279.80000	279.80000	1	1	1	23-Mar-2018	279.80000	-.32735	1.22051	.10538	.06371
22.00	5.00	14.43	18	3	119	2.5000	-9.00	-4.66	.0	.0	280.9	570	280.90000	280.90000	280.90000	1	1	1	24-Mar-2018	280.90000	-.30730	.95106	.36509	-.12660
24.00	7.00	18.32	18	2	78	2.2000	-10.00	-3.40	.0	.0	290.7	571	290.70000	290.70000	290.70000	1	1	1	25-Mar-2018	290.70000	-.15467	.06476	.60637	-.16907
25.00	7.00	16.00	16	4	151	6.0000	1.90	4.07	.0	.0	293.5	572	293.50000	293.50000	293.50000	1	1	1	26-Mar-2018	293.50000	-.01906	1.81284	.29621	-.00046
27.00	11.00	19.08	18	5	243	10.0000	.00	7.68	.0	.0	289.2	573	289.20000	289.20000	289.20000	1	1	1	27-Mar-2018	289.20000	.14395	3.23488	.41841	-.15676
25.00	9.00	17.69	16	6	387	7.0000	-3.00	.98	.0	.0	287.5	574	287.50000	287.50000	287.50000	1	1	1	28-Mar-2018	287.50000	-.06575	5.09494	-.10263	-.27925
19.00	7.00	13.53	18	3	119	.0001	-8.30	-4.68	.0	.0	289.4	575	289.40000	289.40000	289.40000	1	1	1	29-Mar-2018	289.40000	-.36784	.93830	.30597	-.07463
18.00	8.00	13.51	16	2	68	.0001	-9.00	-5.08	.0	.0	286.5	576	286.50000	286.50000	286.50000	1	1	1	30-Mar-2018	286.50000	-.30621	-.05359	.29701	-.04052
23.00	9.00	15.77	16	3	125	7.8000	-4.00	1.51	.0	.0	283.5	577	283.50000	283.50000	283.50000	1	1	1	31-Mar-2018	283.50000	-.01426	1.05864	.37871	-.07817
25.00	11.00	18.88	16	5	218	12.0000	4.80	8.68	.0	.0	290.2	578	290.20000	290.20000	290.20000	1	1	1	01-Apr-2018	290.20000	.20333	3.00363	.29999	-.05782
26.00	11.00	19.06	16	5	287	14.0000	-14.00	4.81	.0	.0	291.5	579	291.50000	291.50000	291.50000	1	1	1	02-Apr-2018	291.50000	.17179	3.66667	.21916	-.39268
14.00	6.00	5.48	16	2	80	2.0000	-14.50	-1.65	3.0	7.0	272.8	580	272.80000	272.80000	272.80000	1	1	1	03-Apr-2018	272.80000	-.38277	.01665	-.25528	.05228
10.00	1.00	3.40	11	1	35	2.0000	-11.30	-1.80	11.0	18.0	.0	581		279.45316	281.41587	1	1	1	04-Apr-2018	281.41587	-.25407	-1.04131	-1.42928	.19080
10.00	3.00	4.54	16	2	73	1.1000	-11.90	-3.70	.0	2.0	.0	582		279.45316	281.55484	1	1	1	05-Apr-2018	281.55484	-.60763	-.02252	-.06541	.18038
11.00	4.00	6.20	16	2	86	-5.0000	-15.30	-11.29	.0	5.0	243.8	583	243.80000	243.80000	243.80000	1	1	-1	06-Apr-2018	281.66376	-.71826	.05094	-.15881	.01987
12.00	2.00	7.48	16	1	42	-3.0000	-15.00	-9.20	.0	.0	265.9	584	265.90000	265.90000	265.90000	1	1	1	07-Apr-2018	265.90000	-.66475	-.84612	.08533	.08231
18.00	5.00	13.09	18	2	68	.0001	-7.60	-4.26	.0	.0	278.6	585	278.60000	278.60000	278.60000	1	1	1	08-Apr-2018	278.60000	-.39392	-.05621	.39236	.01885
20.00	7.00	14.17	16	3	111	5.0000	-3.00	2.06	.0	.0	280.7	586	280.70000	280.70000	280.70000	1	1	1	09-Apr-2018	280.70000	-.14387	.90721	.28038	.03902
24.00	8.00	17.32	16	3	101	5.0000	-4.00	-1.17	.0	.0	285.2	587	285.20000	285.20000	285.20000	1	1	1	10-Apr-2018	285.20000	-.05645	.80777	.40644	-.10992
23.00	9.00	19.00	18	1	48	3.9000	-8.00	-1.10	.0	.0	293.7	588	293.70000	293.70000	293.70000	1	1	1	11-Apr-2018	293.70000	-.05708	-.70933	.75171	-.10306
22.00	7.00	16.67	16	2	79	-1.0000	-7.00	-4.04	.0	.0	291.8	589	291.80000	291.80000	291.80000	1	1	1	12-Apr-2018	291.80000	-.21622	.06011	.38794	-.07482
11.00	6.00	10.26	6	2	64	10.0000	-5.00	5.91	9.0	28.0	269.3	590	269.30000	269.30000	269.30000	1	1	1	13-Apr-2018	269.30000	.26050	-.19196	-1.60031	.15122
19.00	5.00	14.18	16	3	122	-2.0000	-13.00	-9.10	.0	3.0	273.5	591	273.50000	273.50000	273.50000	1	1	1	14-Apr-2018	273.50000	-.41798	.93874	.06761	-.17296
21.00	8.00	15.34	18	2	72	3.0000	-9.00	-4.58	.0	.0	288.1	592	288.10000	288.10000	288.10000	1	1	1	15-Apr-2018	288.10000	-.23045	.00061	.52793	-.11494
23.00	12.00	17.91	16	3	103	7.0000	.90	3.90	.0	.0	295.5	593	295.50000	295.50000	295.50000	1	1	1	16-Apr-2018	295.50000	.09387	.85408	.48382	-.02575
25.00	12.00	18.19	16	3	145	11.0000	6.50	8.40	.0	.0	296.6	594	296.60000	296.60000	296.60000	1	1	1	17-Apr-2018	296.60000	.23093	1.29599	.52007	.03786
27.00	14.00	19.51	16	3	147	13.0000	9.30	11.79	.0	.0	299.0	595	299.00000	299.00000	299.00000	1	1	1	18-Apr-2018	299.00000	.38343	1.33977	.62797	.04689
26.00	13.00	21.14	16	4	170	16.0000	10.00	12.72	.0	.0	297.9	596	297.90000	297.90000	297.90000	1	1	1	19-Apr-2018	297.90000	.41441	2.07345	.55309	.02062
28.00	14.00	22.31	16	4	164	15.0000	9.60	11.82	11.0	33.0	298.1	597	298.10000	298.10000	298.10000	1	1	1	20-Apr-2018	298.10000	.77104	1.80219	-.79202	-.16570
16.00	12.00	13.77	2	3	105	16.0000	3.00	10.42	15.0	43.0	260.2	598	260.20000	260.20000	260.20000	1	1	1	21-Apr-2018	260.20000	.85474	.65520	-2.42373	.01691
16.00	12.00	12.33	16	1	27	8.1000	1.40	5.07	2.0	5.0	268.3	599	268.30000	268.30000	268.30000	1	1	1	22-Apr-2018	268.30000	.02411	-.91989	.28146	.19382
19.00	9.00	13.85	16	1	34	8.1000	4.00	6.21	.0	.0	277.3	600	277.30000	277.30000	277.30000	1	1	1	23-Apr-2018	277.30000	.00490	-.80897	.55763	.23538
23.00	10.00	17.22	18	1	41	7.0000	-3.80	2.22	.0	.0	283.5	601	283.50000	283.50000	283.50000	1	1	1	24-Apr-2018	283.50000	.01898	-.75412	.78466	-.01195
25.00	11.00	19.01	18	2	55	10.0000	-1.00	5.01	.0	.0	286.2	602	286.20000	286.20000	286.20000	1	1	1	25-Apr-2018	286.20000	.15603	-.09518	.81015	-.04192
26.00	12.00	20.23	16	3	117	11.0000	5.00	8.86	.0	.0	289.9	603	289.90000	289.90000	289.90000	1	1	1	26-Apr-2018	289.90000	.28868	1.02774	.60695	.00004
25.00	13.00	20.05	18	3	112	10.0000	2.00	5.98	.0	.0	292.5	604	292.50000	292.50000	292.50000	1	1	1	27-Apr-2018	292.50000	.19417	.96163	.71580	-.06725
27.00	17.00	21.73	18	3	125	16.0000	8.10	13.40	.0	.0	295.7	605	295.70000	295.70000	295.70000	1	1	1	28-Apr-2018	295.70000	.48763	1.14280	.88732	-.01416
30.00	16.00	23.19	16	4	193	18.0000	9.10	13.01	.0	.0	279.5	606	279.50000	279.50000	279.50000	1	1	1	29-Apr-2018	279.50000	.57919	2.31457	.67484	-.10895
24.00	14.00	18.93	16	2	62	13.0000	9.40	10.97	.0	1.0	268.3	607	268.30000	268.30000	268.30000	1	1	1	30-Apr-2018	268.30000	.35496	.00678	.72207	.13244
25.00	13.00	17.13	17	3	121	12.0000	.50	7.51	1.0	13.0	275.8	608	275.80000	275.80000	275.80000	1	1	1	01-May-2018	275.80000	.28734	1.01678	.31872	-.07676
25.00	13.00	18.34	16	1	44	7.0000	-6.90	-1.67	.0	.0	295.7	609	295.70000	295.70000	295.70000	1	1	1	02-May-2018	295.70000	.10850	-.72931	.71488	-.16873
24.00	12.00	17.58	18	1	48	6.0000	-9.80	-1.01	.0	.0	298.5	610	298.50000	298.50000	298.50000	1	1	1	03-May-2018	298.50000	.01333	-.69831	.79742	-.16248
27.00	16.00	21.58	16	2	86	13.0000	4.10	9.05	.0	.0	299.3	611	299.30000	299.30000	299.30000	1	1	1	04-May-2018	299.30000	.43586	.24257	.81302	-.05226
25.00	13.00	19.74	16	4	177	10.0000	-4.20	4.20	.0	.0	287.4	612	287.40000	287.40000	287.40000	1	1	1	05-May-2018	287.40000	.18123	2.08617	.41710	-.20831
28.00	14.00	22.18	18	3	126	13.0000	2.00	8.04	.0	.0	304.0	613	304.00000	304.00000	304.00000	1	1	1	06-May-2018	304.00000	.35069	1.12198	.82524	-.13335
28.00	13.00	20.20	18	2	100	12.4000	-1.00	5.28	.0	.0	307.8	614	307.80000	307.80000	307.80000	1	1	1	07-May-2018	307.80000	.27684	.35852	.86370	-.13899
27.00	13.00	20.23	18	2	64	6.0000	-1.00	2.33	.0	.0	308.7	615	308.70000	308.70000	308.70000	1	1	1	08-May-2018	308.70000	.14782	-.02631	.83504	-.11536
29.00	17.00	21.13	16	2	79	11.0000	3.40	6.99	.0	.0	310.7	616	310.70000	310.70000	310.70000	1	1	1	09-May-2018	310.70000	.42416	.16383	.83780	-.10396
26.00	18.00	22.80	16	3	118	13.0000	9.40	11.59	.0	.0	308.8	617	308.80000	308.80000	308.80000	1	1	1	10-May-2018	308.80000	.48844	1.06068	.74508	-.00855
24.00	15.00	19.45	16	3	106	15.0000	10.10	13.59	1.0	5.0	295.8	618	295.80000	295.80000	295.80000	1	1	1	11-May-2018	295.80000	.45106	.92703	.50151	.09579
28.00	16.00	18.88	6	4	186	16.0000	10.10	13.40	4.0	17.0	290.9	619	290.90000	290.90000	290.90000	1	1	1	12-May-2018	290.90000	.81781	2.16111	-.68775	-.04370
30.00	17.00	23.88	18	2	68	16.3000	10.40	13.71	.0	.0	306.6	620	306.60000	306.60000	306.60000	1	1	1	13-May-2018	306.60000	.59917	.10001	1.11659	-.00092
